ts,event,symbol,action,lot,price,ticket,ok,ret,pnl
1760218617872,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218617875,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218617875,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218617875,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218617875,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218617875,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218617886,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218617890,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218617891,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218617892,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218617896,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218617896,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218617900,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218617907,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218617909,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218617909,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218617909,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218617917,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218617919,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218617925,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218617929,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218617934,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218617934,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218617940,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218617942,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218617942,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218617950,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218617954,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218617955,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218617957,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218617960,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218617960,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218617960,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218617967,canary_apply,XAUUSD,1,0.039,,,True,CANARY:prev=0.1300;vol=0.300,
1760218617967,trading_hours_block,XAUUSD,1,0.039,,,True,SKIP_TRADING_HOURS,
1760218617970,canary_apply,XAUUSD,1,0.039,,,True,CANARY:prev=0.1300;vol=0.300,
1760218617971,trading_hours_block,XAUUSD,1,0.039,,,True,SKIP_TRADING_HOURS,
1760218617974,canary_apply,XAUUSD,1,0.039,,,True,CANARY:prev=0.1300;vol=0.300,
1760218617974,trading_hours_block,XAUUSD,1,0.039,,,True,SKIP_TRADING_HOURS,
1760218617974,canary_apply,XAUUSD,1,0.039,,,True,CANARY:prev=0.1300;vol=0.300,
1760218617974,trading_hours_block,XAUUSD,1,0.039,,,True,SKIP_TRADING_HOURS,
1760218617988,canary_apply,XAUUSD,1,0.039,,,True,CANARY:prev=0.1300;vol=0.300,
1760218617989,trading_hours_block,XAUUSD,1,0.039,,,True,SKIP_TRADING_HOURS,
1760218617991,canary_apply,XAUUSD,1,0.039,,,True,CANARY:prev=0.1300;vol=0.300,
1760218617991,trading_hours_block,XAUUSD,1,0.039,,,True,SKIP_TRADING_HOURS,
1760218617991,canary_apply,XAUUSD,1,0.039,,,True,CANARY:prev=0.1300;vol=0.300,
1760218617991,trading_hours_block,XAUUSD,1,0.039,,,True,SKIP_TRADING_HOURS,
1760218617991,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218617991,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218618005,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218618006,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218618012,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218618012,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218618019,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218618020,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218618024,canary_apply,XAUUSD,1,0.036,,,True,CANARY:prev=0.1200;vol=0.300,
1760218618024,trading_hours_block,XAUUSD,1,0.036,,,True,SKIP_TRADING_HOURS,
1760218618024,canary_apply,XAUUSD,1,0.039,,,True,CANARY:prev=0.1300;vol=0.300,
1760218618024,trading_hours_block,XAUUSD,1,0.039,,,True,SKIP_TRADING_HOURS,
1760218618036,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218618037,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218618041,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218618041,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218618041,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218618041,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218618041,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218618041,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218618054,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218618055,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218618059,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618059,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618059,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618059,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618059,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618069,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618072,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218618074,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218618075,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218618075,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218618075,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218618075,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218618092,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618092,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618092,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618092,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618113,canary_apply,XAUUSD,1,0.033,,,True,CANARY:prev=0.1100;vol=0.300,
1760218618113,trading_hours_block,XAUUSD,1,0.033,,,True,SKIP_TRADING_HOURS,
1760218618120,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618122,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618124,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618124,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618124,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618124,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618134,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618136,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618140,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618141,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618146,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618148,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618151,canary_apply,XAUUSD,1,0.024,,,True,CANARY:prev=0.0800;vol=0.300,
1760218618153,trading_hours_block,XAUUSD,1,0.024,,,True,SKIP_TRADING_HOURS,
1760218618157,canary_apply,XAUUSD,1,0.024,,,True,CANARY:prev=0.0800;vol=0.300,
1760218618159,trading_hours_block,XAUUSD,1,0.024,,,True,SKIP_TRADING_HOURS,
1760218618165,canary_apply,XAUUSD,1,0.024,,,True,CANARY:prev=0.0800;vol=0.300,
1760218618165,trading_hours_block,XAUUSD,1,0.024,,,True,SKIP_TRADING_HOURS,
1760218618171,canary_apply,XAUUSD,1,0.024,,,True,CANARY:prev=0.0800;vol=0.300,
1760218618173,trading_hours_block,XAUUSD,1,0.024,,,True,SKIP_TRADING_HOURS,
1760218618176,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618179,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618182,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618184,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618188,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618189,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618192,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618195,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618203,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618204,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618209,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618209,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618216,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618219,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618225,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618227,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618227,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618227,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618236,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618237,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618249,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618249,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618254,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618256,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618269,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618270,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618277,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618279,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618279,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618279,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618295,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618297,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618297,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618301,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618309,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618309,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618319,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618320,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618322,canary_apply,XAUUSD,1,0.03,,,True,CANARY:prev=0.1000;vol=0.300,
1760218618324,trading_hours_block,XAUUSD,1,0.03,,,True,SKIP_TRADING_HOURS,
1760218618324,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618324,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618338,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
1760218618340,trading_hours_block,XAUUSD,1,0.027,,,True,SKIP_TRADING_HOURS,
1760218618342,canary_apply,XAUUSD,1,0.027,,,True,CANARY:prev=0.0900;vol=0.300,
